n_samples,idx,maxes
1000,71,892086
1000,72,588182
1000,73,6088374
1000,74,122044607
1000,75,107370067
1000,76,150412
1000,77,7821836025
1000,78,3578810
1000,79,121268
1000,80,56918991
1000,81,96931464
1000,82,935099194
1000,83,70074998
1000,84,113872885
1000,85,199049
1000,86,298546
1000,87,162038
1000,88,367966
1000,89,17704667
1000,90,2742303
1000,91,132332
1000,92,14778457
1000,93,1920949
1000,94,9821363
1000,95,1524910
1000,96,88419
1000,97,3200879
1000,98,55019241
1000,99,13883989
1000,100,379901
1000,101,1221827
1000,102,1768986
1000,103,228523
1000,104,434706
1000,105,445317
1000,106,1273285
1000,107,966986
1000,108,384244109
1000,109,464337
1000,110,574907028
1000,111,1764805
1000,112,7527240
1000,113,50034773
1000,114,4734372
1000,115,1895989
1000,116,1517881
1000,117,248704
1000,118,6455295
1000,119,3037037
1000,120,166494
1000,121,127128
1000,122,9970576141
1000,123,2390474
1000,124,2145622
1000,125,33038861
1000,126,988651
1000,127,1610739
1000,128,3659405
1000,129,3187982
1000,130,6598206
1000,131,7545578246
1000,132,316861
1000,133,277783
1000,134,51605850
1000,135,87414428
1000,136,93573
1000,137,919641
1000,138,839807
1000,139,148555873
1000,140,103130
1000,141,672782
1000,142,5928082
1000,143,1706534
1000,144,23325814
1000,145,275728
1000,146,854332
1000,147,3885088
1000,148,54831
1000,149,2727969
1000,150,315281332
1000,151,177610
1000,152,777664
1000,153,879253
1000,154,361707
1000,155,3347125
1000,156,612599
1000,157,312425
1000,158,1352087
1000,159,50728
1000,160,11692292
1000,161,140332
1000,162,67879997795
1000,163,4676096
1000,164,121239
1000,165,3728483
1000,166,1459543
1000,167,1081673
1000,168,1009520
1000,169,215546
1000,170,503138
1000,171,315288
1000,172,691389
1000,173,2415456
1000,174,184077
1000,175,471509
1000,176,654838124
1000,177,552928
1000,178,270011
1000,179,268120342
1000,180,1329338
1000,181,400134
1000,182,269038582
1000,183,82976
1000,184,1921328
1000,185,12227839
1000,186,3233053
1000,187,64532
1000,188,3076561
1000,189,298050
1000,190,426256
1000,191,1142668
1000,192,5468359
1000,193,3949662
1000,194,4896741
1000,195,754329
1000,196,102122978
1000,197,2456664
1000,198,2051388
1000,199,110647012
1000,200,200302
1000,201,54798701
1000,202,1397816
1000,203,11189081
1000,204,4263890
1000,205,773264
1000,206,2020943
1000,207,25762564
1000,208,2025876
1000,209,2068166
1000,210,1362748
1000,211,63357315
1000,212,149614
1000,213,1374829
1000,214,30390935965
1000,215,13886278
1000,216,15039623
1000,217,53208157
1000,218,432964
1000,219,5504352
1000,220,2774283
1000,221,1115629
1000,222,317718
1000,223,700092
1000,224,5644147
1000,225,251421
1000,226,1678609
1000,227,1147451
1000,228,23822750
1000,229,1286813
1000,230,45529
1000,231,61191
1000,232,833294
1000,233,2389744
1000,234,120623
1000,235,173423
1000,236,1355655
1000,237,1622634
1000,238,18721458
1000,239,1694030
1000,240,2151580
1000,241,1479655
1000,242,1235893
1000,243,146171
1000,244,334977
1000,245,4807351
1000,246,7020086
1000,247,1676128
1000,248,88906872
1000,249,153911
1000,250,12055520
1000,251,2380106
1000,252,1010452
1000,253,1044631
1000,254,1612458
1000,255,1042635
1000,256,35063239
1000,257,25404703
1000,258,88104
1000,259,6355426
1000,260,134021429
1000,261,1203877
1000,262,8099020
1000,263,834206
1000,264,1702467
1000,265,46849922
1000,266,136126
1000,267,12083735
1000,268,2101387
1000,269,16020339
1000,270,276029149
1000,271,2768266
1000,272,238222
1000,273,16671605
1000,274,245618
1000,275,236803
1000,276,156320
1000,277,97515
1000,278,514872
1000,279,1202183
1000,280,7937707
1000,281,104504
1000,282,779189
1000,283,301561
1000,284,2362370
1000,285,74703900
1000,286,2259419
1000,287,163077
1000,288,2039895
1000,289,5280105
1000,290,31899
1000,291,599014
1000,292,19838421
1000,293,4070739
1000,294,5372500
1000,295,33236772
1000,296,12551115
1000,297,9822467
1000,298,1125036
1000,299,1670269
1000,300,10845660
1000,301,21803694
1000,302,2010889445
1000,303,1100374
1000,304,209922
1000,305,97503697
1000,306,9246249310
1000,307,736687
1000,308,770567
1000,309,1948080
1000,310,34230
1000,311,6460529220
1000,312,1862885962
1000,313,327816
1000,314,182746
1000,315,54247350
1000,316,303986
1000,317,2738064
1000,318,1557072
1000,319,517092
1000,320,8924883
1000,321,46547
1000,322,7341828
1000,323,292944
1000,324,304630
1000,325,5357402974
1000,326,2916760
1000,327,151337
1000,328,4342486
1000,329,79783176
1000,330,513419
1000,331,4995410
1000,332,551939
1000,333,8133322317
1000,334,79713865
1000,335,500906
1000,336,10522164
1000,337,10645654
1000,338,3510552767
1000,339,2053289
1000,340,2260917
1000,341,16029630
1000,342,43713911
1000,343,434090
1000,344,6025417
1000,345,43399609
1000,346,3039935
1000,347,11930698
1000,348,15699999
1000,349,73443448
1000,350,1620929
1000,351,35775238
1000,352,1600865
1000,353,2588810
1000,354,2991054
1000,355,13101608440
1000,356,7889462
1000,357,1127216
1000,358,692893
1000,359,339732468
1000,360,10900571
1000,361,64796746
1000,362,307315
1000,363,2211594
1000,364,8474309
1000,365,29778130
1000,366,4917119
1000,367,73558
1000,368,116873321
1000,369,2370245
1000,370,4000736
1000,371,287807496
1000,372,103454
1000,373,291445356
1000,374,346997
1000,375,13718253
1000,376,101658894
1000,377,8554715
1000,378,456836
1000,379,573730
1000,380,776991
1000,381,1875293
1000,382,579495
1000,383,83477
1000,384,236884690
1000,385,5130078
1000,386,567258
1000,387,17704077
1000,388,758962
1000,389,11071381
1000,390,127873
1000,391,60224818
1000,392,545074
1000,393,7851798
1000,394,1908019
1000,395,62959
1000,396,1365326
1000,397,1220982
1000,398,733108
1000,399,487884
1000,400,138726
1000,401,265126085
1000,402,11216651
1000,403,1300086440
1000,404,10962084
1000,405,43679343
1000,406,2424031
1000,407,7652786
1000,408,31112660
1000,409,26797436
1000,410,106508
1000,411,18550705
1000,412,407152
1000,413,358445
1000,414,1636955
1000,415,577525
1000,416,2373024
1000,417,89804
1000,418,168398110
1000,419,717526
1000,420,712295
1000,421,7092434
1000,422,22916228
1000,423,689076
1000,424,2300630
1000,425,5341995
1000,426,6204692
1000,427,928414
1000,428,580544
1000,429,270929
1000,430,1343033151
1000,431,235415
1000,432,11775055
1000,433,877415
1000,434,2582164
1000,435,23815496
1000,436,3328480
1000,437,47066746
1000,438,3659753
1000,439,769667
1000,440,419011
1000,441,4552440
1000,442,18034063
1000,443,19796887
1000,444,406666126
1000,445,554029
1000,446,248148
1000,447,945814
1000,448,767919
1000,449,2022028
1000,450,274562
1000,451,157994684
1000,452,471724
1000,453,15878295
1000,454,15643029
1000,455,184202
1000,456,847500
1000,457,48132698
1000,458,7536587
1000,459,489848
1000,460,711486
1000,461,106446
1000,462,48030077
1000,463,9266023
1000,464,341545
1000,465,15910045
1000,466,6431289
1000,467,2113567
1000,468,776536
1000,469,1121724615
1000,470,459324863
1000,471,6632561
1000,472,11514683
1000,473,9915556
1000,474,3194111
1000,475,347955
1000,476,425600
1000,477,3901447
1000,478,125660254
1000,479,859930
1000,480,7036874418
1000,481,419479204
1000,482,709162
1000,483,1116727
1000,484,88663783
1000,485,15068672
1000,486,27622785958
1000,487,188922
1000,488,57087
1000,489,1332132
1000,490,11850280
1000,491,138161
1000,492,9501328
1000,493,1494502
1000,494,35407233
1000,495,3242589
1000,496,8288842
1000,497,462476484
1000,498,96970
1000,499,706390
1000,500,78713235
1000,501,75594
1000,502,22941024
1000,503,10316896
1000,504,908414
1000,505,6084794
1000,506,47941229
1000,507,1330426
1000,508,728886
1000,509,406792
1000,510,135236
1000,511,247415
1000,512,382419
1000,513,11670744
1000,514,1485022
1000,515,667390
1000,516,6927488
1000,517,438854
1000,518,1270664
1000,519,5270530
1000,520,125208
1000,521,1354311
1000,522,405674
1000,523,1024187
1000,524,775413
1000,525,145172
1000,526,2023882
1000,527,96567
1000,528,5631140303
1000,529,1054320
1000,530,358428
1000,531,31313149
1000,532,147024015
1000,533,217162
1000,534,103706
1000,535,12316384
1000,536,8306729
1000,537,3243142
1000,538,101170004
1000,539,9201440
1000,540,215720
1000,541,67596109
1000,542,600323881
1000,543,10959110
1000,544,425272
1000,545,532450
1000,546,185247
1000,547,25694076
1000,548,13672091
1000,549,3716974
1000,550,2638097
1000,551,513441
1000,552,304721
1000,553,137391
1000,554,4363645
1000,555,212213
1000,556,46676738
1000,557,3571866
1000,558,1267579
1000,559,471364
1000,560,95795021
1000,561,53295
1000,562,3317769
1000,563,547448
1000,564,1713038
1000,565,3462479
1000,566,1307980551
1000,567,8316179
1000,568,131021
1000,569,14130017
1000,570,176305
1000,571,10384194
1000,572,427192
1000,573,4510937
1000,574,373777
1000,575,6730758
1000,576,282683
1000,577,4800227
1000,578,183364
1000,579,584718
1000,580,11214325
1000,581,1033277
1000,582,3544425
1000,583,1222195
1000,584,25655366
1000,585,3635850
1000,586,497604
1000,587,350122
1000,588,3541804
1000,589,424679
1000,590,3854059
1000,591,534953
1000,592,7132934
1000,593,6109330
1000,594,3200253950
1000,595,4722809
1000,596,98562
1000,597,5301987
1000,598,1294963
1000,599,4200190
1000,600,3521216
1000,601,6114439
1000,602,1776014
1000,603,49166
1000,604,104631
1000,605,15608801
1000,606,177690
1000,607,179050114
1000,608,513931
1000,609,3157932
1000,610,16841625
1000,611,13806838
1000,612,63625643
1000,613,25049752
1000,614,6151030
1000,615,76029484
1000,616,2103238
1000,617,133584
1000,618,396502
1000,619,84944
1000,620,135430460
1000,621,653953
1000,622,207963
1000,623,2149305
1000,624,2023697
1000,625,148552
1000,626,89213320
1000,627,36957
1000,628,164404266
1000,629,308872
1000,630,8394555
1000,631,4568749
1000,632,1086286135
1000,633,1763975
1000,634,5521791
1000,635,2138221
1000,636,1657541
1000,637,197821128
1000,638,42081461678
1000,639,655344
1000,640,671536
1000,641,1261537
1000,642,15933861
1000,643,79641
1000,644,32225927
1000,645,358002
1000,646,120221946
1000,647,444698430
1000,648,120111533
1000,649,315178
1000,650,19719837
1000,651,122913756
1000,652,142772
1000,653,1986540
1000,654,157722
1000,655,2548281
1000,656,1129187
1000,657,3141818
1000,658,92515096
1000,659,2792862
1000,660,6035146
1000,661,1300565
1000,662,317217
1000,663,2466961
1000,664,617511
1000,665,261732
1000,666,2181094
1000,667,4960480
1000,668,80015310
1000,669,2131488615
1000,670,5186640
1000,671,4585173
1000,672,1494303
1000,673,1838521
1000,674,787682
1000,675,218430
1000,676,2898440043
1000,677,790482
1000,678,9148497
1000,679,666120
1000,680,733023
1000,681,575891
1000,682,4842539
1000,683,2461776
1000,684,1069655
1000,685,4187532
1000,686,72237496
1000,687,8048352
1000,688,3810555790
1000,689,3386942
1000,690,1670981
1000,691,77740584
1000,692,1460378
1000,693,199399512
1000,694,11913249823
1000,695,64314
1000,696,33270615
1000,697,484795
1000,698,447663
1000,699,11732984
1000,700,111265
1000,701,2110298
1000,702,6589746
1000,703,396318
1000,704,1221361
1000,705,8442349
1000,706,26935884
1000,707,49801728
1000,708,8769134
1000,709,28892265
1000,710,9189533
1000,711,267081
1000,712,30374976
1000,713,419818
1000,714,229390
1000,715,4879816
1000,716,33167995
1000,717,2243566
1000,718,47207349
1000,719,33018797
1000,720,3312555
1000,721,267066
1000,722,550450
1000,723,11086955691
1000,724,1387338
1000,725,223799642
1000,726,314283
1000,727,11500849
1000,728,20895250
1000,729,174247830
1000,730,16535132
1000,731,744586
1000,732,846024
1000,733,108818072
1000,734,344958
1000,735,989184
1000,736,1191593
1000,737,6061766
1000,738,27679647
1000,739,446362
1000,740,2391166
1000,741,2365772
1000,742,779809
1000,743,81700620
1000,744,9415787
1000,745,159516
1000,746,5801458
1000,747,1050193
1000,748,113168
1000,749,1140972
1000,750,6489839
1000,751,113405
1000,752,209964
1000,753,195829373
1000,754,110883
1000,755,7352158
1000,756,1132225
1000,757,2211196
1000,758,99774
1000,759,340409
1000,760,4794913
1000,761,6166788
1000,762,49991292
1000,763,2472901
1000,764,50448016
1000,765,594453
1000,766,370772
1000,767,667929
1000,768,530417617
1000,769,6476986
1000,770,906147
1000,771,533918
1000,772,2796612
1000,773,4248051
1000,774,17343512
1000,775,717308474
1000,776,103786
1000,777,68228342
1000,778,4246918
1000,779,890588
1000,780,974411
1000,781,568028
1000,782,14714038
1000,783,211802
1000,784,10249273
1000,785,646723
1000,786,45308853
1000,787,233562
1000,788,600810480
1000,789,1966058
1000,790,2414675
1000,791,16824837
1000,792,207469
1000,793,2400048
1000,794,132312640
1000,795,1296921
1000,796,4273508
1000,797,915933
1000,798,2501298
1000,799,278073445
1000,800,8868781
1000,801,2738686
1000,802,1501273
1000,803,174038
1000,804,477360
1000,805,3169104
1000,806,255942
1000,807,290157
1000,808,2100890
1000,809,1824582
1000,810,26279571
1000,811,1797534
1000,812,827220
1000,813,224270
1000,814,1839103
1000,815,5625424
1000,816,663466
1000,817,10534333
1000,818,5987728
1000,819,1690297
1000,820,702941
1000,821,318361565
1000,822,120833183
1000,823,378394824
1000,824,161804
1000,825,147323
1000,826,2359559
1000,827,4523142
1000,828,623117
1000,829,243405
1000,830,92266974
1000,831,3311581
1000,832,10828250
1000,833,17999662
1000,834,5272153
1000,835,330481137
1000,836,87446405
1000,837,8851992
1000,838,1185019
1000,839,2574035276
1000,840,917314
1000,841,425873
1000,842,287293
1000,843,92148
1000,844,1992552
1000,845,114589
1000,846,23666931
1000,847,79444
1000,848,1243012231
1000,849,1373764
1000,850,2712249
1000,851,998310
1000,852,1042124
1000,853,981130
1000,854,1054345
1000,855,86148
1000,856,5392958
1000,857,4941422
1000,858,252319793
1000,859,117478732
1000,860,63511414
1000,861,238453
1000,862,1830272
1000,863,1932973
1000,864,313273267
1000,865,774496
1000,866,424716
1000,867,3169099
1000,868,596424
1000,869,3175848
1000,870,7281196
1000,871,124101944
1000,872,6198723
1000,873,64503
1000,874,69218117
1000,875,154340
1000,876,44588
1000,877,244049
1000,878,3677902
1000,879,23558840
1000,880,2800502
1000,881,115819
1000,882,116288927
1000,883,25169757990
1000,884,4368110
1000,885,424134
1000,886,85444
1000,887,5900154
1000,888,935687
1000,889,103951
1000,890,4514616
1000,891,9367859
1000,892,827946
1000,893,432099
1000,894,1943292
1000,895,270058
1000,896,189950
1000,897,13987039
1000,898,542017
1000,899,127021809
1000,900,6243928
1000,901,4680855
1000,902,2729213
1000,903,335392
1000,904,30403371
1000,905,81126290
1000,906,460656
1000,907,693238
1000,908,40878900
1000,909,2134052
1000,910,96923
1000,911,494094
1000,912,15318992
1000,913,747444
1000,914,54011277
1000,915,1763831863
1000,916,28261335
1000,917,21434808
1000,918,1304638736
1000,919,8643768
1000,920,399489
1000,921,2311536
1000,922,5293611
1000,923,104328312
1000,924,3214893
1000,925,954395
1000,926,503933
1000,927,44436
1000,928,1705399
1000,929,4167434
1000,930,306241
1000,931,88642
1000,932,5027392
1000,933,880672837
1000,934,326123
1000,935,3046568
1000,936,3624834
1000,937,266375
1000,938,718063
1000,939,6501218
1000,940,148938
1000,941,2474183
1000,942,243302408
1000,943,177872
1000,944,175716
1000,945,12829455
1000,946,4519417
1000,947,298764
1000,948,2320120
1000,949,3813938
1000,950,487493551
1000,951,38881885
1000,952,331006
1000,953,113217
1000,954,371444
1000,955,831518
1000,956,694606
1000,957,2188573
1000,958,28183281
1000,959,9544049
1000,960,2526695
1000,961,1899340
1000,962,816434
1000,963,2617491
1000,964,4131717
1000,965,3902082
1000,966,10883715
1000,967,102582988
1000,968,7618888
1000,969,263764387
1000,970,520563
1000,971,3573476
1000,972,384098
1000,973,49707
1000,974,1263061
1000,975,15294495851
1000,976,5961214
1000,977,378647
1000,978,7551686294
1000,979,201985
1000,980,254193
1000,981,694921
1000,982,3105353
1000,983,31677
1000,984,3474071
1000,985,1038627
1000,986,419007
1000,987,1917863
1000,988,6629911443
1000,989,3150278
1000,990,11412477
1000,991,677180
1000,992,98630
1000,993,2151453
1000,994,2308116
1000,995,16611920
1000,996,447371
1000,997,3404811
1000,998,1318881
1000,999,4477539
1000,1000,18533007
10000,1,126781495
10000,2,425843825
10000,3,42362274
10000,4,722471183
10000,5,106066656
10000,6,8725164
10000,7,49230129
10000,8,20372557
10000,9,72312174
10000,10,1712581
10000,11,45504190
10000,12,342286546
10000,13,346191504
10000,14,14983614
10000,15,7719346
10000,16,478736811
10000,17,1102739944985
10000,18,15483844525
10000,19,131030052
10000,20,144793395
10000,21,31462920
10000,22,6108755116
10000,23,174680277
10000,24,2338710266
10000,25,54199751
10000,26,6358539
10000,27,420573531
10000,28,90880953289
10000,29,133175089
10000,30,9801229552
10000,31,38437188
10000,32,191233671
10000,33,229658885
10000,34,24026824
10000,35,22290240
10000,36,414114275
10000,37,129625026
10000,38,25101558
10000,39,20280977
10000,40,4804418515
10000,41,2295602280
10000,42,98000549
10000,43,122371109
10000,44,1692266696
10000,45,1833071094
10000,46,130739289
10000,47,202351854
10000,48,154961435
10000,49,599413955
10000,50,498507991
10000,51,64516640
10000,52,1456665817
10000,53,2383531622
10000,54,133465403
10000,55,56124738
10000,56,122281647
10000,57,76943381
10000,58,15494568
10000,59,4425946227
10000,60,1933063753
10000,61,6194125231
10000,62,1221580172
10000,63,523667915
10000,64,1427645436
10000,65,1542730590
10000,66,22022298457
10000,67,3234843459
10000,68,622791736
10000,69,264862939
10000,70,53191895
10000,71,120696607
10000,72,717559028
10000,73,1540081642
10000,74,60136554
10000,75,154481083
10000,76,4127783392
10000,77,491386082
10000,78,1390530940
10000,79,338856474
10000,80,811491718
10000,81,35350496
10000,82,2900427
10000,83,68128989
10000,84,3663572155
10000,85,1449443949
10000,86,12006047
10000,87,12678402
10000,88,2725639421
10000,89,4083682149
10000,90,24426103
10000,91,19316055239
10000,92,351614450
10000,93,3380703175
10000,94,7426085
10000,95,209842651
10000,96,51836565
10000,97,52804542
10000,98,44517121
10000,99,231435661
10000,100,359696918
10000,101,2907398373
10000,102,3468605723
10000,103,894625116
10000,104,498368080
10000,105,22558490
10000,106,18117839
10000,107,15803899
10000,108,303823030
10000,109,46753607
10000,110,218552457
10000,111,600625365
10000,112,28413247552
10000,113,17229258491
10000,114,16761930741
10000,115,13673442410
10000,116,744682195
10000,117,10884820804
10000,118,58963954
10000,119,72341963
10000,120,30553496
10000,121,68463827
10000,122,96976363
10000,123,495017560
10000,124,10165251
10000,125,93727340045
10000,126,1668245135
10000,127,399372524
10000,128,377385710
10000,129,1728999065
10000,130,253638865
10000,131,20937913486
10000,132,33019596348
10000,133,542544759
10000,134,79787490
10000,135,85114193
10000,136,11339624400
10000,137,12511953881
10000,138,22376534733
10000,139,4493623869
10000,140,57109033
10000,141,592174890
10000,142,166351239
10000,143,1073545243
10000,144,1240383879
10000,145,236598029
10000,146,3868607060
10000,147,407396500
10000,148,43039730
10000,149,1019372918
10000,150,663148745
10000,151,677796378
10000,152,982013096
10000,153,170220015
10000,154,184466001
10000,155,36596102
10000,156,1287474625
10000,157,83435482
10000,158,1009368765
10000,159,679368575
10000,160,143271292
10000,161,483964233
10000,162,15266775
10000,163,23519274
10000,164,895635263
10000,165,47880230
10000,166,404251989
10000,167,18157298
10000,168,92276054
10000,169,3834989422
10000,170,780431283
10000,171,642461087
10000,172,58205583
10000,173,14456484
10000,174,553664217
10000,175,166423197
10000,176,40416117
10000,177,401896801
10000,178,24957009
10000,179,10229423
10000,180,17349635
10000,181,83283087
10000,182,575922571
10000,183,115204578
10000,184,54289050
10000,185,964328762
10000,186,2011519452
10000,187,32443303474
10000,188,157993759
10000,189,621685884
10000,190,41570206
10000,191,44569587
10000,192,2505851152
10000,193,31542736701
10000,194,140564794
10000,195,16312391837
10000,196,301367043
10000,197,432291617
10000,198,1126956181
10000,199,1488557189
10000,200,850798689
10000,201,1000173656
10000,202,623016157
10000,203,26877911
10000,204,83829024
10000,205,2403543684
10000,206,132972075
10000,207,409279257
10000,208,63704651
10000,209,78759108
10000,210,6663218652
10000,211,7294600
10000,212,109130083
10000,213,218710519
10000,214,3070228020
10000,215,4730537320
10000,216,4819495824
10000,217,40139840
10000,218,98642937
10000,219,55599223
10000,220,897472866
10000,221,99071804
10000,222,42589540
10000,223,3602897353
10000,224,193373673278
10000,225,12827465
10000,226,393070539
10000,227,21207151
10000,228,50449061881
10000,229,277650708
10000,230,22698790
10000,231,13298154
10000,232,57951248
10000,233,24147712
10000,234,503684275
10000,235,19132237
10000,236,1630781334
10000,237,3655325396
10000,238,42815508
10000,239,7401180117
10000,240,100851379
10000,241,137016295
10000,242,171117055
10000,243,215125332
10000,244,375403263
10000,245,11127793
10000,246,13732451229
10000,247,1228207737
10000,248,49784221
10000,249,105367653
10000,250,28502132
10000,251,104511161
10000,252,328415035
10000,253,490403533
10000,254,54288491
10000,255,30041189056
10000,256,69742387
10000,257,505738193
10000,258,102392146
10000,259,1184587413
10000,260,235108698
10000,261,15184803
10000,262,575337341
10000,263,25667230
10000,264,524276693
10000,265,85729989
10000,266,126075179
10000,267,75960690
10000,268,73557005
10000,269,13824332022
10000,270,31901027
10000,271,51706122
10000,272,33074971
10000,273,11021358
10000,274,61623760
10000,275,918778177
10000,276,10026764
10000,277,465819789
10000,278,3113942611
10000,279,11932502
10000,280,645566156
10000,281,122121240
10000,282,584026363
10000,283,249068614
10000,284,3047539646
10000,285,196467706
10000,286,73932700
10000,287,262322121
10000,288,73354722
10000,289,128509342
10000,290,363071895
10000,291,19785285
10000,292,435063040
10000,293,91536722
10000,294,43899421
10000,295,8175591
10000,296,178745927
10000,297,13163981111
10000,298,28847697
10000,299,5754744091
10000,300,132623605
10000,301,9759255
10000,302,370018949
10000,303,1191509318
10000,304,183756392
10000,305,175088442
10000,306,45927356
10000,307,54837067
10000,308,34028424833
10000,309,364710726
10000,310,456595818
10000,311,2161636234
10000,312,2730150915
10000,313,305857817
10000,314,6484623
10000,315,40799662
10000,316,59572680
10000,317,509460612
10000,318,36059910
10000,319,94439556421
10000,320,5586553
10000,321,774515773
10000,322,104148913
10000,323,1158503566
10000,324,121628788
10000,325,739973172
10000,326,196431806
10000,327,26414147
10000,328,65587455
10000,329,20803485
10000,330,67674333
10000,331,1396125438
10000,332,232236176
10000,333,3147138624
10000,334,672535386
10000,335,3709747786
10000,336,1133094222
10000,337,33111317
10000,338,82991165
10000,339,93974564
10000,340,12198523
10000,341,151604463
10000,342,3494433285
10000,343,151088588
10000,344,323176787
10000,345,60508746
10000,346,316363349
10000,347,398252494
10000,348,7946027723
10000,349,64009517
10000,350,53325829
10000,351,4815667
10000,352,128302010
10000,353,140425210
10000,354,61244978494
10000,355,20224466576
10000,356,1808577719
10000,357,208993106
10000,358,653638088
10000,359,21011867
10000,360,40847274
10000,361,5250386213
10000,362,669435561
10000,363,14667654
10000,364,177838002
10000,365,1126287035
10000,366,5942565
10000,367,442211073
10000,368,32835961283
10000,369,143843975
10000,370,1586943073
10000,371,436028102
10000,372,27484704
10000,373,155068384
10000,374,50361531
10000,375,4656127300
10000,376,120489406
10000,377,37300323
10000,378,561883758
10000,379,945274622
10000,380,62468528
10000,381,1676589373
10000,382,43021591
10000,383,195825545
10000,384,39922240
10000,385,1041959397
10000,386,1163976347
10000,387,47914653
10000,388,117567130
10000,389,1212957676
10000,390,138603548
10000,391,696156628
10000,392,37209577
10000,393,387132827
10000,394,72805187
10000,395,1130895055
10000,396,11446080553
10000,397,59406663
10000,398,794111341
10000,399,637065887
10000,400,262466606
10000,401,12848356794
10000,402,91041614
10000,403,44604802
10000,404,167687035
10000,405,21092425
10000,406,9510650
10000,407,248021272
10000,408,25392365
10000,409,96287212
10000,410,248328949
10000,411,171279777
10000,412,6381447
10000,413,65315975
10000,414,26868958830
10000,415,41230700
10000,416,88296527017
10000,417,1947070407
10000,418,40179779
10000,419,3789503186
10000,420,301318324
10000,421,24615062
10000,422,1063122496
10000,423,21999861
10000,424,343403946
10000,425,27130666
10000,426,47486642
10000,427,32591916
10000,428,249559889
10000,429,638122962
10000,430,7874562
10000,431,14596398
10000,432,16433361256
10000,433,323612895464
10000,434,1590215773
10000,435,999908580
10000,436,103091917
10000,437,383082305
10000,438,344086524
10000,439,13954675820
10000,440,684676738
10000,441,439881971
10000,442,3678217
10000,443,136770169
10000,444,157698251
10000,445,18561387
10000,446,278897961
10000,447,33855505
10000,448,9279369
10000,449,5592429
10000,450,298907022
10000,451,282582142
10000,452,573465472
10000,453,5496423
10000,454,1116755278
10000,455,551474652
10000,456,78292181
10000,457,115650968
10000,458,188685689
10000,459,12376483
10000,460,96309215
10000,461,72861339
10000,462,88284310694
10000,463,896943608937
10000,464,1519574755
10000,465,35604269
10000,466,449119815
10000,467,1223132421
10000,468,78791631300
10000,469,35210952
10000,470,57067254
10000,471,871711639
10000,472,1190284529
10000,473,592356111
10000,474,151435972
10000,475,2347867190574
10000,476,139265820554
10000,477,3645363497
10000,478,53143333
10000,479,263172935
10000,480,16869564247
10000,481,153371277686
10000,482,106277051
10000,483,11512191
10000,484,22649519
10000,485,13102306792
10000,486,16031124
10000,487,1610547719
10000,488,41374956575
10000,489,31098523
10000,490,268872212
10000,491,249866756
10000,492,21221757
10000,493,569882048
10000,494,5179192982
10000,495,99664050
10000,496,1028481330
10000,497,66253889
10000,498,135400375
10000,499,1415267534
10000,500,5656837
10000,501,295261275
10000,502,1304463206
10000,503,15806406468
10000,504,2896551714
10000,505,1339921552
10000,506,436881546
10000,507,68216272
10000,508,3309535314
10000,509,121140511505
10000,510,82892676
10000,511,19756261
10000,512,2561915769
10000,513,787700081
10000,514,75151185
10000,515,81113701
10000,516,54287373
10000,517,758829008
10000,518,8260839560
10000,519,15037077380
10000,520,9321780
10000,521,52304422
10000,522,31379030466
10000,523,224800779
10000,524,490595758
10000,525,30884338
10000,526,204260562
10000,527,216305598
10000,528,78009715
10000,529,1137779866
10000,530,3513169382
10000,531,686222721
10000,532,585897385
10000,533,15679105
10000,534,208966377
10000,535,35961596
10000,536,295164434
10000,537,198933556
10000,538,35171095
10000,539,735457253
10000,540,386810252
10000,541,59022189
10000,542,544320397
10000,543,18666808
10000,544,329777261
10000,545,61436991
10000,546,310184987
10000,547,18348229
10000,548,924432424
10000,549,11181051606
10000,550,145171398
10000,551,140047056
10000,552,74368587
10000,553,2087509
10000,554,69226431
10000,555,51494855
10000,556,95064307661
10000,557,2771195391
10000,558,43067225179
10000,559,341315492
10000,560,270733628
10000,561,94231315
10000,562,19666282
10000,563,15378579
10000,564,50351047
10000,565,9559537058
10000,566,76213497
10000,567,31483228
10000,568,837832652
10000,569,2189992077
10000,570,209476515
10000,571,19536696695
10000,572,65530603
10000,573,116233471
10000,574,92057676
10000,575,3249629920
10000,576,6270912
10000,577,881574111
10000,578,146352250
10000,579,35922464
10000,580,63357785
10000,581,2192236814
10000,582,36882511
10000,583,40719323
10000,584,5856497564
10000,585,2477997
10000,586,807993820
10000,587,663212367
10000,588,915273800
10000,589,171484551
10000,590,215159130
10000,591,16305820
10000,592,3509971694
10000,593,2330673060
10000,594,1606102511
10000,595,58452439
10000,596,438544645
10000,597,31918570
10000,598,34574080
10000,599,313873149
10000,600,129567317
10000,601,701741055
10000,602,19008374
10000,603,27146202
10000,604,167618297
10000,605,93531560
10000,606,27376061
10000,607,275012173840
10000,608,461302370
10000,609,58092637
10000,610,10207277
10000,611,683510274
10000,612,2283969179
10000,613,74705704
10000,614,56321440
10000,615,63689737
10000,616,158293809
10000,617,349545087
10000,618,82157482
10000,619,121822656
10000,620,47532129335
10000,621,160758496
10000,622,65900970
10000,623,162976553
10000,624,15909572
10000,625,35415573
10000,626,47943547
10000,627,735299389
10000,628,5457948433
10000,629,214071332
10000,630,45971739
10000,631,118267220794
10000,632,21418660073
10000,633,359021236
10000,634,664287371
10000,635,2117126984
10000,636,480782222
10000,637,208681120
10000,638,48321719
